character_id,canonical_name,japanese_name,romanized_name,official_english_name,origin,residence,debut_episodes_id,debut_manga_id,affiliations,status,age_at_death,height_cm,blood_type,devil_fruit,devil_fruit_type,birthday,liveaction_portrayal,name_meaning
542,Mouse-Man,マウスマン,Mausuman,Mouse-Man,,"Bakura Town, Kuri, Wano Country",901.0,915.0,Beasts Pirates,Alive,,,,Mouse SMILE,Artificial Zoan,,,
543,Musse,ムース,Mūsu,Musse (Viz);Mousse (FUNimation),,,187.0,287.0,Shandia,Deceased,,,,,,June 3rd,,
544,Motobaro,モトバロ,Motobaro,Motobaro (Viz);Motobalo (FUNimation),Grand Line (Rural Village),,388.0,494.0,Rosy Life Riders,Alive,,,,,,August 19th,,
545,Mountain God,山の神,Yama no Kami,Mountain God,,Wano Country,960.0,960.0,Kozuki Family,Unknown,,,,,,,,
546,Morollon,モロロン,Mororon,Morollon,,Tajine Kingdom,882.0,905.0,,Alive,,,,,,,,
547,Mosh,モッシュ,Mosshu,Mosh,,,1065.0,1038.0,Kid Pirates,Unknown,,,,,,,,
548,Morley,Oshi Oshi no Mi,Mōrī,Morley,West Blue,Baltigo (former); Momoiro Island,880.0,904.0,Revolutionary Army (West Army),Alive,,1253.0,F,Push-Push Fruit,Paramecia,September 11th,,Push
549,Morgans,"Tori Tori no Mi, Model: Albatross",Moruganzu,Morgans,Grand Line,,828.0,860.0,World Economy News Paper; Underworld,Alive,,305.0,XF,Bird-Bird Fruit Model Albatross,Zoan,July 14th,,"Bird, Albatross"
550,Morgan,モーガン,Mōgan,Morgan,,Shells Town (former),2.0,4.0,"Marines (153rd Branch) (former, defected)",Alive,,285.0,XF,,,April 13th,Langley Kirkwood,
551,Mukekka,ムケッカ,Mukekka,,,Samba Kingdom,884.0,906.0,Levely,Alive,,,,,,,,
552,Moon Isaac Jr.,ムーン・アイザックJr.（ジュニア）,Mūn Aizakku Junia,Moon Isaac Jr.,,,969.0,966.0,Roger Pirates,Unknown,,,,,,,,
553,Mornin,モーニン,Mōnin,Mornin,East Blue (Syrup Village),Syrup Village,,23.0,,Alive,,,,,,October 15th,Nicky Rebelo,
554,Moody,ムーディ,Mūdi,Moody,East Blue,,20.0,43.0,,Alive,,,,,,November 17th,Amber Hossack,
555,Mont Blanc Noland,モンブラン・ノーランド,Monburan Nōrando,"Mont Blanc Noland (Viz); Montblanc Noland (uncut Funimation); Monbran Noland (edited Funimation), Mombran Noland (4kids)",North Blue,,187.0,286.0,Lvneel,Deceased,39.0,220.0,S,,,October 9th,,
556,Monster,モンスター,Monsutā,Monster,East Blue,,489.0,1.0,Red Hair Pirates,Alive,,,,,,October 31st,,
557,Mont Blanc Cricket,モンブラン・クリケット,Monburan Kuriketto,"Mont Blanc Cricket (Viz),Montblanc Cricket (Uncut Funimation),Monbran Cricket (Edited Funimation),Mombran Cricket (4Kids)",North Blue,Lvneel (former) Jaya (former),148.0,227.0,Saruyama Alliance; His original crew (former),Alive,,242.0,S,,,September 11th,,
558,Monkey D. Luffy,"Gomu Gomu no Mi(Hito Hito no Mi, Model: Nika)",Monkī Dī Rufi,Monkey D. Luffy,East Blue (Goa Kingdom),Foosha Village (former);Mt. Colubo (former);Rusukaina (former),1.0,1.0,"Straw Hat Pirates;Straw Hat Grand Fleet;Four Emperors;Dadan Family (former);Baratie (temporary, former);Impel Down (former);Ninja-Pirate-Mink-Samurai Alliance (disbanded)",Alive,,91.0,F,Gum-Gum Fruit,Paramecia(Mythical Zoan),May 5th (Children's Day),Iñaki Godoy;Colton Osorio (young),Rubber; Human; Nika
559,Monkey D. Garp,モンキー・D（ディー）・ガープ,Monkī Dī Gāpu,Monkey D. Garp,East Blue (Goa Kingdom),Foosha Village (former),68.0,92.0,Marines (semi-retired),Unknown,,287.0,F,,,May 2nd,Vincent Regan,
560,Monkey D. Dragon,モンキー・D（ディー）・ドラゴン,Monkī Dī Doragon,Monkey D. Dragon,East Blue (Goa Kingdom),Baltigo (former)Dawn Island (former)Momoiro Island,52.0,100.0,Revolutionary Army; Freedom Fighters (former); Marines (defected),Alive,,256.0,F,,,October 5th,,
561,Monjirō,紋ジロウ,Monjirō,,,Wano Country (Flower Capital),918.0,926.0,Kozuki Family; Ninja-Pirate-Mink-Samurai Alliance,Alive,,,,,,,,
562,Mon-ji,モンジイ,Monjii,Mon-ji,,Zou (Kurau City),756.0,807.0,Mokomo Dukedom,Alive,,,,,,,,
563,Monet,Yuki Yuki no Mi,Mone,Monet,North Blue,Punk Hazard (former); Dressrosa (former),581.0,657.0,Caesar Clown (espionage); Donquixote Pirates,Deceased,30.0,227.0,X,Snow-Snow Fruit,Logia,August 27th,,Snow
564,Monda,モンダ,Monda,Monda,,,209.0,306.0,Foxy Pirates,Alive,,,,,,April 3rd,,
565,Momonga,モモンガ,Momonga,Momonga,Grand Line,,302.0,420.0,Marines G-1 Branch,Alive,,251.0,F,,,June 6th,,
566,Mohji,モージ,Mōji,Mohji;Morji (Odex),East Blue,Karai Bari Island,6.0,9.0,Cross Guild; Buggy and Alvida Alliance; Buggy Pirates,Alive,,197.0,S,,,October 1st,,
567,Moda,モーダ,Mōda,Moda,,Lulusia Kingdom (former),381.0,278.0,Revolutionary Army; G-2 Base,Alive,,,,,,June 1st,,
568,Momoo,モーム,Mōmu,"Momoo (4Kids, Viz, FUNimation);Morm (Odex)",Grand Line,,31.0,73.0,Arlong Pirates (former); Caribou Pirates (former); Fake Straw Hat Crew (former),Alive,,,S,,,April 9th,,
569,Mocha,モチャ,Mocha,Mocha,Grand Line (New World),,582.0,657.0,,Alive,,692.0,S,,,June 28th,,
570,Mochi,モチ,Mochi,Mochi,,,180.0,274.0,Angel Island,Alive,,,,,,,,
571,McTreenald,モクドナルド,Mokudonarudo,McTreenald,,,340.0,445.0,Thriller Bark Pirates,Deceased,,,,,,,,
572,Moai,モアイ,Moai,Moai,,,,1040.0,Kid Pirates,Unknown,,,,,,,,
573,Mizuuta Madaisky,ミズータ・マダイスキー,Mizūta Madaisukī,Mizuuta Madaisky,,,379.0,487.0,Rumbar Pirates,Deceased,,,,,,,,
574,Mizuuta Mawaritosky,ミズータ・マワリトスキー,Mizūta Mawaritosukī,Mizuuta Mawaritosky,,,379.0,488.0,Rumbar Pirates,Deceased,,,,,,,,
575,Mizerka,ミゼルカ,Mizeruka,Mizerka,,,982.0,978.0,,Alive,,,,Gorilla SMILE,Artificial Zoan,,,
576,Miyagi,ミヤギ,Miyagi,Miyagi,,Zou (Kurau City),756.0,807.0,Mokomo Dukedom,Alive,,,,,,December 22nd,,
577,Miss Tuesday,ミス・テューズデー,Misu Tyūzudē,Miss Tuesday,,,91.0,155.0,Baroque Works,Alive,,,,,,,,
578,Mizuira,ミズイラ,Mizuira,Mizuira,,,275.0,391.0,Ohara,Deceased,8.0,,,,,,,
579,Miss Saturday,ミス・サタデー,Misu Satadē,Miss Saturday,,,91.0,155.0,Baroque Works,Alive,,,,,,,,
580,Miss Mother's Day,ミス・マザーズデー,Misu Mazāzu Dē,Miss Mother's Day,,,91.0,155.0,Baroque Works,Alive,,,,,,,,
581,Ms. Monday,ミス・マンデー,Misu Mandē,Ms. Monday,Grand Line,,64.0,107.0,Baroque Works (former),Alive,,,,,,January 24th,,
582,Miss Thursday,ミス・サースデー,Misu Sāsudē,Miss Thursday,,,91.0,155.0,Baroque Works,Alive,,,,,,,,
583,Ms. Father's Day,ミス・ファーザーズデー,Misu Fāzāzu Dē,Ms. Father's Day,,,124.0,205.0,Baroque Works,Alive,,,,,,June 21st,,
584,Minozebra,ミノゼブラ,Minozebura,Minozebra,,,434.0,533.0,Impel Down; World Government,Alive,,,,,Zebra Zoan,March 7th,,
585,Misery,三千里（ミザリー）,Mizarī,Misery,,,1066.0,1039.0,Big Mom Pirates,Unknown,,,,,,,,
586,Miss Friday,ミス・フライデー,Misu Furaidē,Miss Friday,Grand Line,,63.0,105.0,Baroque Works (former),Alive,,,,,,January 21st,,
587,Minoruba,ミノルバ,Minoruba,Minoruba,,,392.0,498.0,Sabaody Archipelago,Alive,,,,,,February 18th,,
588,Minotaur,ミノタウロス,Minotaurosu,Minotaur (Viz);Minotaurus (Funimation),,,422.0,525.0,Impel Down; World Government,Alive,,,,,Cow Zoan,March 4th,,
589,Miss Katherina,ミス・キャサリーナ,Misu Kyasarīna,Miss Katherina,East Blue,"Whisky Peak, Cactus Island",64.0,106.0,Baroque Works,Alive,,,,,,March 23rd,,
590,Minorhinoceros,ミノリノケロス,Minorinokerosu,Minorhinoceros,,,433.0,532.0,Impel Down; World Government,Alive,,,,,Rhinoceros Zoan,March 1st,,
591,Minokoala,ミノコアラ,Minokoara,Minokoala,,,432.0,531.0,Impel Down; World Government;,Alive,,,,,Koala Zoan,March 5th,,
592,Minochihuahua,ミノチワワ,Minochiwawa,Minochihuahua,,,,662.0,Impel Down,Alive,,,,,Chihuahua Zoan,,,
593,Minister of the Right,右大臣,Udaijin,Minister of the Right,Grand Line (Ryugu Kingdom),,531.0,612.0,Ryugu Kingdom,Alive,,313.0,XF,,,April 5th,,
594,Minatomo,港友,Minatomo,Minatomo,,Wano Country (Flower Capital),892.0,909.0,,Alive,,,,,,,,
595,Milo,ミロ,Miro,Milo,,,647.0,717.0,,Alive,,,,,,,,
596,Mille Pine,ミレ・パイン,Mire Pain,Mille Pine,,,959.0,966.0,Roger Pirates,Unknown,,,,,,,,
597,Milky,ミルキー,Mirukī,Milky,,Zou (Whale Forest),757.0,807.0,Mokomo Dukedom; Guardians; Ninja-Pirate-Mink-Samurai Alliance,Alive,,,,,,,,
598,Minister of the Left,左大臣,Sadaijin,Minister of the Left,Grand Line (Ryugu Kingdom),,531.0,612.0,Ryugu Kingdom,Alive,,435.0,X,,,July 2nd,,
599,Mikio Itoo,MIKIO ITOO（ミキオイトゥー）,Mikio Itū,Mikio Itoo,East Blue,,,1.0,,Alive,,,,,,March 26th,,
600,Mikita,Kiro Kiro no Mi,Mikīta,Mikita,West Blue,,65.0,110.0,New Spiders Cafe; Baroque Works (former),Alive,,177.0,XF,Kilo-Kilo Fruit,Paramecia,February 14th,,Kilogram
601,Mikazuki,ミカヅキ,Mikazuki,Mikazuki,,,230.0,323.0,Big Helmet Pirates,Alive,,,,,,February 10th,,
602,Mihal,ミハール,Mihāru,Mihal,,,461.0,552.0,"Spade Pirates, Whitebeard Pirates",Alive,,,,,,,,
603,Mello,メロ,Mero,Mello (Viz); Mero (FUNimation),Grand Line (Ryugu Kingdom; Fish-Man Island),Mermaid Cove (Coral Hill),527.0,608.0,Mermaid Cafe,Alive,,,,,,,,
604,Megalo,メガロ,Megaro,Megalo,,,525.0,605.0,Ryugu Kingdom,Alive,,,,,,April 8th,,
605,McKinley,マッキンリー,Makkinrī,McKinley,,,155.0,241.0,White Berets,Alive,,,,,,,,
606,Meadows,メドウズ,Medōzu,Meadows,,,659.0,706.0,Corrida Colosseum,Alive,,,,,,,,
607,Merry,メリー,Merī,Merry,East Blue (Syrup Village),Syrup Village,11.0,24.0,Kaya,Alive,,,,,,January 22nd,,
608,Mecha-Shark,メカシャーク,Mekashāku,Mecha-Shark,,Egghead,1089.0,1061.0,Vegapunk,Unknown,,,,,,,,
609,McGuy,マクガイ,Makugai,McGuy,,,460.0,551.0,Subordinate of the Whitebeard Pirates,Alive,,,,,,September 3rd,,
610,Max Marx,MAX（マックス） マークス,Makkusu Mākusu,Max Marx,,,967.0,966.0,Roger Pirates,Unknown,,,,,,,,
611,Maynard,メイナード,Meinādo,Maynard,,,634.0,705.0,Marines,Alive,,,,,,May 7th,,
612,Eyelashes,睫毛（マツゲ）,Matsuge,"Eyelashes (Viz),Eyelash (4Kids, FUNimation dub),Lashes (FUNimation subs),Matsuge (WT100)",Grand Line (Arabasta Kingdom),Alubarna; Rainbase (former),93.0,162.0,"Super Spot-Billed Duck Troops, Straw Hat Pirates (temporary)",Alive,,190.0,F,,,August 17th,,
613,Mayushka,マユシカ,Mayushika,Mayushka,,,176.0,269.0,Shandia,Alive,,,,,,,,
614,Mattryoshesses,マトリョー姫達,Matoryō Hime-tachi,Mattryoshesses,,Roshwan Kingdom,882.0,905.0,,Alive,,,,,,,,
615,Umi no Nushi,海の主,Umi no Nushi,,,,227.0,319.0,,Unknown,,,,,,,,
616,Oyakata,親方,Oyakata,,,,145.0,233.0,,Alive,,,,,,,,
617,Massui,マッスイ,Massui,,,,893.0,911.0,Beasts Pirates,Alive,,,,,,,,
618,Masked Deuce,マスクド・デュース,Masukudo Dyūsu,Masked Deuce,,,461.0,552.0,Spade Pirates; Whitebeard Pirates,Alive,,,,,,,,
619,"Mouji, Mousey",マウジイ,Maujii,"Mouji, Mousey",,,692.0,755.0,Tontatta Kingdom; Tonta Corps; Straw Hat Grand Fleet,Alive,,,,,,,,
620,Masira,マシラ,Mashira,Masira,North Blue,Jaya,144.0,219.0,Saruyama Alliance (Masira Pirates),Alive,,345.0,F,,,March 4th,,
621,Marmieta,マルミエータ,Marumiēta,Marmieta,,Pucci,,436.0,,Alive,,,,,,,,
622,Mario,マリオ,Mario,Mario,,,630.0,701.0,,Alive,,,,,,,,
623,Marshall D. Teech,Gura Gura no Mi,Māsharu Dī Tīchi,"Marshall D. Teech (VIZ, Funimation subs, edited dub);Marshall D. Teach (Funimation uncut dub)",Grand Line,Hachinosu,146.0,223.0,Blackbeard Pirates;Four Emperors;Seven Warlords of the Sea (former);Whitebeard Pirates 2nd Division (defected),Alive,,344.0,F,Tremor-Tremor Fruit,Paramecia,August 3rd,,Sound of shaking
624,Marin,マリン,Marin,Marin,Grand Line (Sabaody Archipelago),Sabaody Archipelago,394.0,500.0,,Alive,,,,,,October 17th,,
625,Marilyn,マリリン,Maririn,Marilyn,,,193.0,300.0,Neutral civilian,Alive,,,,,,,,
626,Mash,マッシュ,Masshu,Mash,,,,204.0,Sea Floor,Unknown,,,,,,,,
627,Marie,マリィ,Marī,Marie,Grand Line,Mary Geoise; Sabaody Archipelago (former),393.0,499.0,Saint Charlos; Judy,Alive,,,,,,November 2nd,,
628,Marianne,マリアンヌ,Mariannu,Marianne,North Blue,,70.0,117.0,New Spiders Cafe; Baroque Works (former),Alive,,145.0,XF,,,April 29th,,
629,Marguerite,マーガレット,Māgaretto,"Marguerite (VIZ),Margaret (Funimation)",Calm Belt (Amazon Lily),Amazon Lily,408.0,514.0,Kuja; Kuja Pirates,Alive,,178.0,F,,,April 9th,,
630,Margarita,マルガリータ,Marugarīta,Margarita,,,375.0,483.0,Neutral civilian,Alive,,,,,,,,
631,Maria Napole,マリア・ナポレ,Maria Napore,Maria Napole,Grand Line (Ryugu Kingdom; Fish-Man Island),Ryugu Kingdom,569.0,649.0,Fish-Man Island,Alive,,,,,,,,
632,St. Marcus Mars,マーカス・マーズ聖,Mākasu Māzu Sei,St. Marcus Mars,,Mary Geoise,151.0,233.0,Five Elders; World Nobles,Alive,,,,,,,,
633,Mashikaku,マシカク,Mashikaku,Mashikaku,East Blue,,48.0,98.0,Marines,Alive,,,,,,December 26th,,
634,Mari,マリ,Mari,,,Chaco Kingdom,884.0,906.0,Levely,Alive,,,,,,,,
635,Marco,"Tori Tori no Mi, Model: Phoenix",Maruko,Marco,Grand Line,Sphinx,151.0,234.0,Whitebeard Pirates (former); Ninja-Pirate-Mink-Samurai Alliance(disbanded),Alive,,203.0,X,Bird-Bird Fruit,Mythical Zoan,October 5th,,Bird; Phoenix
636,Mancherie,Chiyu Chiyu no Mi,Mansherī,Mancherie; Mansherry,Grand Line (Green Bit),,647.0,717.0,Tontatta Kingdom,Alive,,20.0,X,Heal-Heal Fruit,Paramecia,January 28th,,Healing
637,Manjaro,マンジャロウ,Manjarō,Manjaro,East Blue,,518.0,598.0,Fake Straw Hat Crew,Unknown,,202.0,S,,,September 9th,,
638,Mani,マニ,Mani,Mani,,,146.0,223.0,Bellamy Pirates,Unknown,,,,,,,,
639,Makko,マッコー,Makkō,Makko,,,,216.0,Marines; Black Cage Corps,Alive,,,,,,,,
640,Maki,マキ,Maki,,,,917.0,925.0,Blackbeard Pirates,Alive,,,,,,,,
641,Makino,マキノ,Makino,Makino,East Blue (Foosha Village),Foosha Village,4.0,1.0,Partys Bar,Alive,,166.0,S,,,February 23rd,,
642,Maidy,メイディ,Meidi,Maidy,,"Alubarna, Arabasta",129.0,215.0,Nefertari Family,Alive,,,,,,,,
643,Maha,マハ,Maha,Maha,,,922.0,929.0,CP0,Unknown,,,,,,,,
644,"Mamboshi, Manboshi",マンボシ,Manboshi,"Mamboshi, Manboshi (Funi simulcast)",Grand Line (Ryugu Kingdom),Ryugu Palace,528.0,609.0,Neptune Family,Alive,,473.0,S,,,March 30th,,
645,Magura,マグラ,Magura,Magura (Viz);Magra (FUNimation),East Blue,Mt. Colubo,493.0,582.0,Dadan Family,Alive,,,,,,October 30th,,
646,Magellan,Doku Doku no Mi,Mazeran,Magellan,Grand Line,,425.0,528.0,Impel Down,Alive,,491.0,X,Venom-Venom Fruit,Paramecia,October 9th,,Poison
647,Madillo-Man,マジロマン,Majiroman,Madillo-Man,,,935.0,939.0,Beasts Pirates,Alive,,,,Armadillo SMILE,Artificial Zoan,,,
648,Macro (Automata),マクロ,Makuro,Macro,,,,437.0,Automata,Alive,,,,,,,,
649,Macro (Macro Pirates),マクロ,Makuro,Macro,Grand Line (Ryugu Kingdom; Fish-Man Island),Fish-Man District (former),386.0,197.0,Macro Pirates; Sun Pirates (former),Alive,,,,,,September 6th,,
650,Machvise,Ton Ton no Mi,Mahhabaisu,"Machvise (FUNimation Simulcast, Formerly Viz);Mach Vise (Viz)",North Blue,Spider Miles (former); Dressrosa (former),608.0,682.0,Donquixote Pirates,Alive,,440.0,S,Ton-Ton Fruit,Paramecia,August 13th,,Metric Ton
651,Lulis,ルリス,Rurisu,Lulis,Grand Line (Ryugu Kingdom; Fish-Man Island),Mermaid Cove (Coral Hill),527.0,608.0,Mermaid Cafe,Alive,,,,,,,,
652,Du Feld,ル・フェルド,Ru Ferudo,Du Feld,,,828.0,860.0,Lu Feld Conglomerate; Underworld; MADS (former),Unknown,,,,,,December 29th,,
653,Lucky Roux,ラッキー・ルウ,Rakkī Rū,Lucky Roux;Lucky Roo (WT100),South Blue,,4.0,1.0,Red Hair Pirates,Alive,,241.0,F,,,July 6th,Ntlanhla Morgan Kutu,
654,"""Local Sea Monster""",近海の主,Kinkai no Nushi,"""Local Sea Monster"";Master of the Near Sea (video games);Lord of the Coast (live-action series)",East Blue,,4.0,1.0,,Alive,,,,,,September 14th,,
655,Lonz,ロンズ,Ronzu,Lonz,,,459.0,550.0,"Marines, Giant Squad",Alive,,,,,,June 2nd,,
656,Lola,ローラ,Rōra,Lola,,,345.0,451.0,Thriller Bark Pirates,Deceased,,,,,,,,
657,Loki,ロキ,Roki,Loki,,Elbaf,827.0,858.0,,Alive,,,,,,,,
658,Lip Doughty,リップ・ドウティ,Rippu Douti,Lip Doughty,,,519.0,600.0,Fake Straw Hat Crew; His own crew,Alive,,,,,,,,
659,Little Oars Jr.,リトルオーズJr.,Ritoru Ōzu Junia,Little Oars Jr.,Grand Line,,463.0,554.0,Little Pirates; Subordinate of the Whitebeard Pirates,Unknown,,,F,,,February 12th,,
660,Raionbuta,ライオンブタ,Raionbuta,,,,18.0,22.0,Animals of the Island of Rare Animals,Alive,,,,,,,,
661,Lines,ラインズ,Rainzu,Lines,East Blue,,21.0,44.0,,Alive,,,,,,December 27th,,
662,Lindbergh,リンドバーグ,Rindobāgu,Lindbergh,,Baltigo (former); Momoiro Island,880.0,904.0,Revolutionary Army (South Army),Alive,,149.0,F,,,May 21st,,
663,Lime Juice,ライムジュース,Raimujūsu,Lime Juice,,,4.0,1.0,Red Hair Pirates,Alive,,,,,,,,
664,Lily,リリー,Rirī,Lily,,,146.0,223.0,Bellamy Pirates,Unknown,,,,,,,,
665,Rinaria,リナリア,Rinaria,,,,,1079.0,Night Butterfly Pirates; Red Hair Pirates,Alive,,,,,,,,
666,Lilith,悪（リリス）,Ririsu,Lilith,,Egghead,1090.0,1061.0,Marines (SSG),Alive,,,,,,,,
667,Leonero,レオネロ,Reonero,Leonero,,,461.0,552.0,Spade Pirates,Alive,,,,,,,,
668,Leo,Nui Nui no Mi,Reo,Leo,Grand Line (Green Bit),,640.0,710.0,Tontatta Kingdom; Straw Hat Grand Fleet (Tontatta Pirates),Alive,,23.0,S,Stitch-Stitch Power,Paramecia,July 24th,,Sewing
669,Brag Men,ブラッグメン,Buraggu Men,Brag Men,,,,,,,,,,,,,,
670,Lassoo,"Inu Inu no Mi, Model: Dachshund",Rassū,Lassoo,,,103.0,160.0,New Spiders Cafe; Baroque Works (former),Alive,,,,Mutt-Mutt Fruit,Zoan,January 4th,,Dog
671,Lasky,ラスキー,Rasukī,Lasky,,,276.0,392.0,CP9 (former),Alive,,,,,,,,
672,Lao G,ラオG（ジー）,Rao Jī,Lao G,North Blue,Spider Miles (former); Dressrosa (former),608.0,682.0,Donquixote Pirates,Alive,,157.0,F,,,October 7th,,
673,Lafitte,ラフィット,Rafitto,"Lafitte (VIZ, uncut dub);Raffit (edited dub);Laffitte (WT100)",West Blue,,151.0,234.0,Blackbeard Pirates,Alive,,340.0,X,,,March 13th,,
674,Lemoncheese,レモンチーズ,Remonchīzu,Lemoncheese,,Bestland Kingdom,884.0,906.0,Levely,Alive,,,,,,,,
675,Lady Tree,レディツリー,Redi Tsurī,Lady Tree,,,844.0,873.0,,Alive,,,,,,,,
676,Lacuba,ラキューバ,Rakyūba,Lacuba,Grand Line,,394.0,501.0,,Alive,,,,,,May 31st,,
677,Lacroix,ラクロワ,Rakurowa,Lacroix,,,459.0,550.0,"Marines, Giant Squad",Alive,,,,,,June 8th,,
678,Firstaid,キューキュー,Kyūkyū,Firstaid,,Water 7,237.0,334.0,,Alive,,,,,,,,
679,Laboon,ラブーン,Rabūn,Laboon;Raboon (Odex),West Blue,Reverse Mountain (Twin Cape),62.0,102.0,Rumbar Pirates (former); Crocus,Alive,,,F,,,September 16th,,
680,Kuween,キュイーン,Kyuīn,Kuween,,,692.0,755.0,Donquixote Pirates (former),Alive,,,,,,May 30th,,
681,Kyuji,キュージ,Kyūji,Kyuji,,,381.0,302.0,Marines,Alive,,,,,,,,
682,Kyros,キュロス,Kyurosu,Kyros,Grand Line (Dressrosa),,631.0,702.0,Corrida Colosseum (former); Riku Royal Army,Alive,,298.0,S,,,September 22nd,,
683,Kurozumi Semimaru,Bari Bari no Mi,Kurozumi Semimaru,Kurozumi Semimaru,,Wano Country (Flower Capital),965.0,965.0,Wano Country (Kurozumi Family),Deceased,,,,Barrier-Barrier Fruit,Paramecia,,,Barrier
684,Kurozumi Tama,Kibi Kibi no Mi,Kurozumi Tama,Kurozumi Tama,,"Amigasa Village, Kuri, Wano Country",893.0,911.0,Kurozumi Family,Alive,,108.0,F,Millet-Millet Fruit,Paramecia,March 3rd,,Millet
685,Kuzan,Hie Hie no Mi,Kuzan,Kuzan,South Blue,,225.0,303.0,Blackbeard Pirates; Marines (resigned),Alive,,298.0,F,Ice-Ice Fruit,Logia,September 21st,,Chilly
686,Blackbeard,クロツル,Kurotsuru,Blackbeard,,,,276.0,,Unknown,,,,,,,,
687,Kurozumi Higurashi,Mane Mane no Mi,Kurozumi Higurashi,Kurozumi Higurashi,,Wano Country (Flower Capital),965.0,965.0,Wano Country (Kurozumi Family),Deceased,,,,Clone-Clone Fruit,Paramecia,,,Imitation
688,Kurozumi Orochi,"Hebi Hebi no Mi, Model: Yamata no Orochi",Kurozumi Orochi,Kurozumi Orochi,Grand Line (Wano Country),Wano Country (Flower Capital),921.0,927.0,Wano Country (Kurozumi Family);Beasts Pirates (former),Deceased,54.0,350.0,XF,Snake-Snake Fruit,Mythical Zoan,September 23rd,,Snake; Eight-Headed Snake
689,Kurozumi Kanjuro,Fude Fude no Mi,Kurozumi Kanjūrō,Kurozumi Kanjuro,,Wano Country (Kuri)Wano Country (Kibi) (Former),629.0,700.0,Kurozumi Family; Kozuki Family (undercover); Nine Red Scabbards (undercover); Ninja-Pirate-Mink-Samurai Alliance (undercover); Beasts Pirates (former),Deceased,34.0,347.0,X,Brush-Brush Fruit,Paramecia,July 21st,,Brush
690,Kurosawa,クロ沢,Kurosawa,,,Wano Country,911.0,920.0,Kozuki Family; Ninja-Pirate-Mink-Samurai Alliance,Alive,,,,,,,,
691,Kuromarimo,クロマーリモ,Kuromārimo,Kuromarimo,Grand Line (Drum Kingdom),,79.0,131.0,"Bliking Pirates (disbanded), Drum Kingdom (former)",Alive,,186.0,F,,,January 26th,,
692,Kuroobi,クロオビ,Kuro'obi,Kuroobi,"Grand Line (Ryugu Kingdom, Fish-Man Island)",Fish-Man District (former); Arlong Park (former),31.0,69.0,Arlong Pirates; Sun Pirates (former),Alive,,252.0,S,,,October 25th,,
693,Kurokoma,黒駒,Kurokoma,Kurokoma,,Flower Capital; Wano Country,,960.0,Kurokoma Family‎,Unknown,,,,,,,,
694,Kuro,クロ,Kuro,Kuro,East Blue,Syrup Village (former),9.0,23.0,Black Cat Pirates,Alive,,207.0,X,,,April 22nd,Alexander Maniatis,
695,Kumacy,クマシー,Kumashī,Kumacy,,,343.0,449.0,Thriller Bark Pirates (Perona),Deceased,,,,,,September 4th,,
696,Kunyun,九忍（クニュン）,Kunyun,Kunyun,,,1042.0,1020.0,Beasts Pirates (Numbers),Alive,,,,,,,,
697,Kuni,クニさん,Kuni-san,Kuni,,Wano Country,919.0,927.0,Kyoshiro Family,Alive,,,,,,,,
698,Kureha,くれは,Kureha,Kureha,Grand Line (Drum Kingdom),Drum Island,80.0,134.0,Sakura Kingdom; Isshi-100,Alive,,188.0,S,,,September 8th,,
699,Kuma-A,くまエー,Kumaē,Kuma-A,,,,,,Alive,,,,,,,,
700,Kumadori Yamanbako,クマドリヤマンバ子,Kumadori Yamanba-ko,Kumadori Yamanbako,,,,,Kumadori,Alive,,,,,,,,
701,Kumagoro,クマ五郎,Kumagorō,Kumagoro,,Wano Country (Flower Capital),922.0,929.0,,Alive,,,,,,,,
702,Kumadori,クマドリ,Kumadori,Kumadori,South Blue,,264.0,375.0,CP0; CP9 (former),Alive,,338.0,XF,,,February 20th,,
703,Kukai,クーカイ,Kūkai,Kukai,,,461.0,552.0,Spade Pirates,Alive,,,,,,,,
704,Kujaku,Muchi Muchi no Mi,Kujaku,Kujaku,,,1090.0,966.0,Marines (SWORD),Alive,,,,Whip-Whip Fruit,Paramecia,,,Whip
705,Kozuki Toki,Toki Toki no Mi,Kōzuki Toki,Kozuki Toki;Kouzuki Toki (OPCG),,Wano Country (Kuri),893.0,919.0,Kozuki Family; Amatsuki Family; Whitebeard Pirates (former); Roger Pirates (former),Deceased,36.0,190.0,X,Time-Time Ability,Paramecia,January 19th,,Time
706,Krieg,クリーク,Kurīku,Krieg,East Blue,,21.0,45.0,Krieg Pirates,Alive,,243.0,XF,,,September 19th,Milton Schorr,
707,Kozuki Sukiyaki,光月スキヤキ,Kōzuki Sukiyaki,Kozuki Sukiyaki,,"Wano Country (Amigasa Village, formerly Flower Capital)",894.0,911.0,Kozuki Family,Alive,,214.0,F,,,May 19th,,
708,Kozuki Oden,光月おでん,Kōzuki Oden,Kozuki Oden;Kouzuki Oden (OPCG),Grand Line (Wano Country),Wano Country (Kuri); (Flower Capital) (former),910.0,920.0,Kozuki Family; Roger Pirates (former); Whitebeard Pirates (former),Deceased,39.0,382.0,F,,,February 22nd,,
